0,0,2.0,1281052800
0,2431,3.0,1310515200
0,321,2.0,1115856000
0,217,4.0,1359590400
0,6810,2.0,1392249600
0,572,4.0,1241654400
0,10,2.0,1137369600
0,792,3.0,1264377600
0,3659,1.0,1373241600
0,5759,1.0,1389398400
0,3778,1.0,1374710400
0,2308,2.0,1308873600
0,1554,4.0,1304035200
0,5121,3.0,1393200000
0,5011,3.0,1365379200
1,3799,5.0,1383782400
1,2048,1.0,1334620800
1,1193,5.0,1364428800
1,277,5.0,1222560000
1,4798,1.0,1374796800
1,3034,3.0,1356480000
1,4945,3.0,1404691200
1,1850,5.0,1360627200
1,6921,4.0,1405900800
1,3110,3.0,1387324800
1,4177,4.0,1367798400
1,3296,2.0,1360800000
1,3812,5.0,1379635200
1,702,4.0,1314835200
1,704,3.0,1303776000
1,711,5.0,1161648000
1,2308,4.0,1343520000
1,1502,1.0,1329955200
1,3537,5.0,1358467200
1,4067,3.0,1370995200
1,922,5.0,1289433600
1,3129,4.0,1343347200
1,3481,4.0,1370908800
1,3178,4.0,1344124800
1,4492,4.0,1397606400
1,2283,4.0,1374883200
1,121,2.0,1203724800
1,0,5.0,1205884800
2,118,5.0,1212796800
2,85,5.0,1181001600
2,86,4.0,1210723200
2,581,3.0,1235520000
2,2204,3.0,1310688000
2,358,5.0,1213833600
2,0,3.0,1186185600
2,11,5.0,1185667200
2,373,4.0,1225756800
2,55,5.0,1188432000
2,1052,3.0,1265587200
2,1528,5.0,1148256000
2,1830,3.0,1288656000
2,440,5.0,1228780800
2,77,5.0,1166140800
2,1969,3.0,1299456000
2,65,5.0,1191456000
2,272,5.0,1216771200
2,218,4.0,1206835200
2,122,4.0,1210809600
2,1262,3.0,1237939200
2,264,4.0,1212883200
2,2431,4.0,1310169600
2,76,5.0,1232236800
2,1253,5.0,1243123200
2,792,3.0,1249430400
3,389,3.0,1250294400
3,359,3.0,1258588800
3,820,3.0,1320883200
3,373,3.0,1258675200
3,2308,3.0,1353283200
3,122,4.0,1271203200
3,1521,4.0,1273017600
3,1,5.0,1273017600
3,2788,3.0,1324512000
3,547,3.0,1319068800
3,814,3.0,1341619200
3,2801,4.0,1340064000
3,1731,4.0,1369180800
3,332,3.0,1261958400
3,3124,3.0,1388707200
4,3440,3.0,1329523200
4,1758,1.0,1282435200
4,2,1.0,1196985600
4,823,2.0,1372636800
4,922,5.0,1389398400
4,201,2.0,1189900800
4,5913,5.0,1372982400
4,2162,4.0,1301961600
4,4238,5.0,1348185600
4,2009,3.0,1314489600
4,1898,2.0,1284681600
4,2372,3.0,1303257600
4,2221,1.0,1298160000
4,248,5.0,1189814400
4,295,1.0,1192838400
5,7554,3.0,1395273600
5,871,4.0,1382400000
5,5445,4.0,1395273600
5,7325,5.0,1394582400
5,962,2.0,1383696000
5,103,4.0,1403740800
5,971,3.0,1374451200
5,3,2.0,1376092800
5,7555,4.0,1395273600
5,2902,4.0,1381104000
5,5446,4.0,1364428800
6,4250,1.0,1365033600
6,3682,4.0,1378512000
6,5626,1.0,1366761600
6,1713,5.0,1376006400
6,5184,4.0,1398988800
6,1715,5.0,1376006400
6,1528,1.0,1403568000
6,4195,1.0,1370649600
6,6923,3.0,1405382400
6,4,1.0,1381881600
6,1026,4.0,1378512000
7,4470,5.0,1160697600
7,3184,4.0,1168560000
7,843,4.0,1312848000
7,3841,5.0,1003104000
7,234,5.0,1294185600
7,4508,5.0,1165708800
7,144,4.0,1246320000
7,315,5.0,1163635200
7,17,5.0,1190419200
7,12,4.0,1191110400
7,4325,3.0,1296604800
7,156,5.0,1232236800
7,4722,5.0,1165622400
7,198,4.0,1201305600
7,314,5.0,1140220800
7,4,5.0,1218067200
7,170,4.0,1246320000
7,310,4.0,1230249600
7,147,5.0,1129766400
8,4948,3.0,1376697600
8,65,5.0,1246492800
8,7864,4.0,1403568000
8,5011,3.0,1383264000
8,4680,4.0,1358985600
8,5009,5.0,1363392000
8,4524,4.0,1360800000
8,1116,5.0,1322611200
8,5219,5.0,1396828800
8,4626,4.0,1356739200
8,4512,5.0,1351296000
8,7440,4.0,1396051200
8,7787,5.0,1405123200
8,7516,4.0,1395792000
8,6954,5.0,1390953600
8,359,5.0,1402963200
8,7076,5.0,1391299200
8,354,3.0,1370995200
8,7103,5.0,1388707200
8,100,3.0,1290297600
8,415,3.0,1359331200
8,7160,5.0,1395619200
8,7198,5.0,1391299200
8,292,5.0,1306022400
8,286,4.0,1222300800
8,7299,4.0,1395532800
8,281,4.0,1230422400
8,7451,3.0,1398124800
8,7366,5.0,1394755200
8,7184,5.0,1396137600
8,5418,4.0,1370217600
8,212,5.0,1344816000
8,6758,4.0,1381622400
8,5562,3.0,1377734400
8,5566,5.0,1369440000
8,5645,5.0,1376524800
8,5759,3.0,1389398400
8,792,3.0,1260576000
8,5833,3.0,1389571200
8,6025,4.0,1377129600
8,7527,4.0,1397260800
8,6321,5.0,1387065600
8,6454,5.0,1390953600
8,6514,5.0,1386028800
8,6546,5.0,1392422400
8,6552,4.0,1389484800
8,6563,5.0,1383955200
8,4507,5.0,1360800000
8,6595,3.0,1390089600
8,6438,5.0,1399766400
8,207,5.0,1283904000
8,7899,4.0,1403395200
8,1779,5.0,1325203200
8,4188,5.0,1358985600
8,1830,3.0,1322524800
8,4146,5.0,1351296000
8,3048,4.0,1345507200
8,3321,5.0,1387756800
8,3342,3.0,1339977600
8,2801,5.0,1341619200
8,3378,5.0,1364515200
8,2782,5.0,1387843200
8,1438,5.0,1359763200
8,1969,3.0,1309478400
8,4389,5.0,1353110400
8,4088,4.0,1364169600
8,4268,5.0,1360800000
8,1983,4.0,1326758400
8,2010,5.0,1319328000
8,4485,5.0,1356307200
8,4469,5.0,1351296000
